OFJ,66.0833,-18.6667
RHA,65.45263,-22.20612
OLI,64.9114,-23.8231
RFN,66.4064,-15.9183
RKV,64.13,-21.9406
MVA,65.6558,-16.9181
SIJ,66.1333,-18.9167
SYK,65.0581,-22.7942
TEY,65.8703,-23.56
THO,66.2185,-15.3356
VEY,63.4243,-20.2789
VPN,65.7206,-14.8506
PRN,42.57283,21.03583
SRF,38.01687,-122.52081
PYS,39.71056,-121.6165
YZZ,49.0556,-117.609
YMB,50.1228,-120.747
YCA,49.6794,-124.982
CFQ,49.0369,-116.498
YAA,52.4525,-125.303
DGF,50.16546,-120.17127
JHL,57.2239,-111.419
DUQ,48.75453,-123.7097
YHS,49.4606,-123.719
YAD,53.0733,-125.409
XQU,49.3372,-124.394
ZEL,52.185,-128.157
YTX,57.9167,-131.117
YPB,49.3219,-124.931
YBO,56.9667,-130.25
YWM,52.5669,-55.7847
YSO,54.9106,-59.7867
YBI,53.4694,-55.785
YHG,52.765,-56.1156
YFX,52.3728,-55.6739
YHA,52.5281,-56.2861
YRG,54.1797,-58.4575
DVK,64.5114,-110.289
YCK,67.0333,-126.083
ZFW,56.0814,-118.435
YJP,53.3192,-117.753
YLE,63.1317,-117.246
YGC,53.9169,-118.874
YDC,53.2658,-114.96
NML,57.0556,-111.574
XMP,63.1811,-130.202
DAS,66.7031,-119.707
YFI,57.27583,-110.97667
YOE,55.7094,-117.094
YDJ,58.6625,-103.538
YDU,60.2919,-102.502
XCL,58.3911,-109.516
YKE,54.9153,-94.7981
SUR,52.7086,-88.5419
YTT,52.8367,-104.067
YAX,53.8492,-89.5794
WNN,52.8939,-89.2892
YNO,52.49,-92.9711
YDW,60.3164,-103.129
XBE,53.9656,-91.0272
YNP,55.9139,-61.1844
YPD,45.2575,-79.8297
XBR,44.6394,-75.7503
KIF,53.0125,-89.8553
YKD,44.2014,-81.6067
YOG,51.6586,-85.9017
YEB,46.4203,-84.0922
YHP,52.1133,-94.2556
YSA,43.93035,-59.95977
YLS,49.0303,-77.0172
YNX,63.5936,-110.906
YKU,53.8056,-78.9169
ZTB,50.6744,-59.3836
YAU,61.6622,-73.3214
YFG,54.5539,-71.1733
ZLT,50.8308,-58.9756
YAB,73.00577,-85.04251
YAC,51.7272,-91.8244
YAR,53.5717,-76.1964
YAG,48.6542,-93.4397
YAH,53.7547,-73.6753
YAL,50.5822,-126.916
YAM,46.485,-84.5094
XKS,53.5247,-88.6428
YKG,60.0272,-69.9992
YAT,52.9275,-82.4319
YAY,51.3919,-56.0831
YAZ,49.07983,-125.7756
YBA,51.20734,-115.54186
YBB,68.5344,-89.8081
YBC,49.1325,-68.2044
QBC,52.3875,-126.596
YBE,59.5614,-108.481
YBY,54.3042,-110.744
YBG,48.3306,-70.9964
YBK,64.2989,-96.0778
YBL,49.9508,-125.271
XTL,58.7061,-98.5122
YBR,49.91,-99.9519
YBT,57.8894,-101.679
YBV,52.3589,-97.0183
YBX,51.4436,-57.1853
YRF,53.6828,-57.0419
YCB,69.1081,-105.138
YCC,45.0928,-74.5633
YCD,49.0523,-123.87
YCE,43.2856,-81.5083
YCG,49.2964,-117.632
YCH,47.0078,-65.4492
XCM,42.3064,-82.0819
YCL,47.9908,-66.3303
YCN,49.1056,-81.0136
YCO,67.8167,-115.144
YCQ,55.6872,-121.627
YCR,54.6106,-97.7608
YCS,63.3469,-90.7311
YCT,52.075,-111.445
YCW,49.1528,-121.939
YCY,70.4861,-68.5167
YCZ,50.3303,-115.873
YDA,64.0431,-139.12801
YDB,61.3711,-139.041
YDF,49.2108,-57.3914
YDL,58.4222,-130.032
XRR,61.9706,-132.423
YDN,51.1008,-100.052
YDO,48.7785,-72.375
YDP,56.5492,-61.6803
YDQ,55.7423,-120.183
YEG,53.3097,-113.58
YEK,61.0942,-94.0708
YEL,46.3514,-82.5614
YEM,45.8428,-81.8581
YEN,49.2103,-102.966
YER,56.0189,-87.6761
YET,53.5789,-116.465
YEU,79.9947,-85.8142
YEV,68.3042,-133.483
YEY,48.5639,-78.2497
YFA,52.2014,-81.6969
YFB,63.7564,-68.5558
YFC,45.8689,-66.5372
YFE,48.7461,-69.0972
YFH,51.5619,-87.9078
YTM,46.4094,-74.78
YFO,54.6781,-101.682
YFR,61.1808,-113.69
YFS,61.7602,-121.237
YMN,55.0769,-59.1864
YGB,49.6942,-124.518
YGH,66.2408,-128.651
YGK,44.2253,-76.5969
YGL,53.6253,-77.7042
YGM,50.6281,-97.0433
YGO,54.5589,-94.4914
YGP,48.7753,-64.4786
YGQ,49.7783,-86.9394
YGR,47.4247,-61.7781
YGT,69.3647,-81.8161
YGV,50.2819,-63.6114
YGW,55.2819,-77.7653
YGX,56.3575,-94.7106
YGZ,76.4261,-82.9092
YQC,61.0464,-69.6178
YHB,52.8167,-102.311
CXH,49.28333,-123.1
YHD,49.8317,-92.7442
YHE,49.3683,-121.498
YHF,49.7142,-83.6861
YNS,51.6911,-76.1356
YHI,70.7628,-117.806
YHK,68.6356,-95.8497
YHM,43.1736,-79.935
YHN,49.1931,-84.7589
YHO,55.4483,-60.2286
YHR,50.4689,-59.6367
YHT,60.7892,-137.54601
YHU,45.5175,-73.4169
YHY,60.8397,-115.783
YHZ,44.8808,-63.5086
YIB,48.7739,-91.6386
YDG,44.54585,-65.78542
YIF,51.2117,-58.6583
YIK,62.4173,-77.9253
YIO,72.6833,-77.9667
YIV,53.8572,-94.6536
YJA,52.9967,-118.059
YJF,60.2358,-123.469
YJN,45.2944,-73.2811
YJT,48.5442,-58.55
YKA,50.7022,-120.444
YKC,58.2361,-103.678
LAK,68.2233,-135.006
YKF,43.4608,-80.3786
YWB,61.5886,-71.9294
YKJ,57.2561,-105.618
YKL,54.8053,-66.8053
AKV,60.8186,-78.1486
YKQ,51.4733,-78.7583
YKX,48.2103,-79.9814
YKY,51.5175,-109.181
YPJ,59.2967,-69.5997
YLB,54.7703,-112.032
YLC,62.85,-69.8833
YLD,47.82,-83.3467
YLH,52.1956,-87.9342
YLJ,54.1253,-108.523
YSG,62.4183,-110.682
YLL,53.3092,-110.073
YLQ,47.4097,-72.7889
YLR,56.5133,-99.9853
YLK,44.4853,-79.5556
YLT,82.5178,-62.2806
XGR,58.7114,-65.9928
YLW,49.9561,-119.378
YMA,63.6164,-135.868
YME,48.8569,-67.4533
YMG,49.0839,-85.8606
YMH,52.3028,-55.8472
YMJ,50.3303,-105.559
YML,47.5975,-70.2239
YMM,56.6533,-111.222
YMO,51.2911,-80.6078
YMT,49.7719,-74.5281
YUD,56.5361,-76.5183
YMW,46.2728,-75.9906
YMX,45.6795,-74.0387
YNA,50.19,-61.7892
YNC,53.0106,-78.8311
YND,45.5217,-75.5636
YNE,53.9583,-97.8442
YNH,56.0356,-121.976
YLY,49.1008,-122.631
YNL,58.2767,-104.082
YNM,49.7617,-77.8028
YNN,59.4875,-97.7803
HZP,57.3817,-111.701
YOA,64.6989,-110.615
YOC,67.5706,-139.839
YOD,54.405,-110.279
YOH,54.9333,-95.2789
YOJ,58.6214,-117.165
YOO,43.9228,-78.895
YOP,58.4914,-119.408
YOS,44.5903,-80.8375
YOW,45.3225,-75.6692
YPA,53.2142,-105.673
YPC,69.36084,-124.07547
YPS,45.6567,-61.3681
YPE,56.2269,-117.447
YPG,49.9031,-98.2739
YPH,58.4719,-78.0769
YPK,49.2161,-122.71
YPL,51.4464,-90.2142
YPM,51.8197,-93.9733
YPN,49.8364,-64.2886
YPO,54.9881,-85.4433
YPQ,44.23,-78.3633
YPR,54.2861,-130.44501
YPW,49.8342,-124.5
YPX,60.0506,-77.2869
YPY,58.7672,-111.117
YPZ,54.3764,-125.951
YQA,44.9747,-79.3033
YQB,46.7911,-71.3933
YQD,53.9714,-101.091
YQF,52.1822,-113.894
YQG,42.2756,-82.9556
YQH,60.1164,-128.82201
YQI,43.8269,-66.0881
YQK,49.7883,-94.3631
YQL,49.6303,-112.8
YQM,46.1122,-64.6786
YQN,50.1828,-86.6964
YQQ,49.7108,-124.887
YQR,50.4319,-104.666
YQS,42.77,-81.1108
YQT,48.3719,-89.3239
YQU,55.1797,-118.885
YQV,51.2647,-102.462
YQW,52.7692,-108.244
YQX,48.9369,-54.5681
YQY,46.1614,-60.0478
YQZ,53.0261,-122.51
YRA,64.1161,-117.31
YRB,74.7169,-94.9694
YRI,47.7644,-69.5847
YRJ,48.52,-72.2656
YRL,51.0669,-93.7931
YRM,52.4297,-114.904
YRO,45.4603,-75.6461
YRQ,46.3528,-72.6794
YRS,54.1672,-93.5572
YRT,62.8114,-92.1158
YRV,50.9667,-118.183
YSB,46.625,-80.7989
YSC,45.4386,-71.6914
YSE,49.7817,-123.162
YSF,59.2503,-105.841
YSH,44.9458,-75.9406
YSJ,45.3161,-65.8903
YSK,56.5378,-79.2467
YSL,47.1575,-67.8347
YSM,60.0203,-111.962
YCM,43.1917,-79.1717
YSP,48.7553,-86.3444
YST,53.8456,-94.8519
YSU,46.4406,-63.8336
YSY,71.9939,-125.243
YTA,45.8644,-77.2517
YTE,64.23,-76.5267
YTF,48.5089,-71.6419
YTH,55.8011,-97.8642
YTL,53.8178,-89.8969
YTQ,58.6678,-69.9558
YTR,44.1189,-77.5281
YTS,48.5697,-81.3767
YTZ,43.6275,-79.3962
YUB,69.4333,-133.026
YUL,45.4706,-73.7408
YUT,66.5214,-86.2247
YUX,68.7761,-81.2436
YUY,48.2061,-78.8356
YVB,48.0711,-65.4603
YVC,55.1514,-105.262
YVG,53.3558,-110.824
YVE,50.2481,-119.331
YVM,67.5458,-64.0314
YVO,48.0533,-77.7828
YVP,58.0961,-68.4269
YVQ,65.2816,-126.798
YVR,49.1939,-123.184
YVT,55.8419,-108.418
YVV,44.7458,-81.1072
YVZ,52.6558,-94.0614
YWA,45.9522,-77.3192
YFJ,64.1908,-114.077
YWG,49.91,-97.2399
YWH,48.41667,-123.36667
YWJ,65.2111,-123.436
YWK,52.9219,-66.8644
YWL,52.1831,-122.054
YWP,52.95939,-87.37487
YWY,63.2094,-123.437
YXC,49.6108,-115.782
YXE,52.1708,-106.7
YXH,50.0189,-110.721
YXJ,56.2381,-120.74
YXK,48.4781,-68.4969
YXL,50.1139,-91.9053
YXN,62.24,-92.5981
YXP,66.145,-65.7136
YXQ,62.4103,-140.867
YXR,47.6974,-79.84735
YXS,53.8894,-122.679
YXT,54.4685,-128.576
YXU,43.0356,-81.1539
YXX,49.0253,-122.361
YXY,60.7096,-135.067
YXZ,47.9667,-84.7867
YYB,46.3636,-79.4228
YYC,51.1139,-114.02
YYD,54.8247,-127.183
YYE,58.8364,-122.597
YYF,49.4631,-119.602
YYG,46.29,-63.1211
YYH,69.5467,-93.5767
YYJ,48.6469,-123.426
YYL,56.8639,-101.076
YYM,49.6364,-114.094
YYN,50.2919,-107.691
YYQ,58.7392,-94.065
YYR,53.3192,-60.4258
YYT,47.6186,-52.7519
YYU,49.4139,-82.4675
YYW,50.2903,-88.9097
YYY,48.6086,-68.2081
YYZ,43.6772,-79.6306
YZE,45.8853,-82.5678
YZF,62.4628,-114.44
YZG,62.1794,-75.6672
YZH,55.2931,-114.777
YZP,53.2543,-131.814
YZR,42.9994,-82.3089
YZS,64.1933,-83.3594
YZT,50.6806,-127.367
YZU,54.1439,-115.787
YZV,50.2233,-66.2656
YZW,60.1728,-132.743
YZX,44.9844,-64.9169
ZAC,56.0894,-96.0892
YSN,50.6828,-119.229
YDT,49.0742,-123.012
ILF,56.0614,-95.6139
ZBF,47.6297,-65.7389
ZBM,45.2908,-72.7414
KES,56.0375,-96.5097
ZEM,52.2264,-78.5225
ZFA,62.2075,-133.37601
ZFD,59.3344,-107.182
XPK,55.7492,-101.266
ZFM,67.4075,-134.86099
ZFN,64.9097,-125.573
ZGF,49.0156,-118.431
ZGI,54.8397,-94.0786
ZGR,52.0456,-95.4658
ZHP,55.3936,-116.475
ZJG,54.5189,-98.0461
ZJN,52.1206,-101.236
ZKE,52.2825,-81.6778
YTD,55.3189,-97.7078
MSA,53.4414,-91.7628
ZMH,51.7361,-121.333
PIW,55.5889,-97.1642
ZMT,54.0275,-132.125
XPP,53.0,-97.2667
ZPB,53.8911,-92.1964
WPC,49.5206,-113.997
ZPO,55.5281,-106.582
ZRJ,52.9436,-91.3128
ZSJ,53.0642,-93.3444
XSI,56.7928,-98.9072
ZST,55.93541,-129.98243
YDV,51.7833,-96.7
ZTM,55.8656,-92.0814
ZUC,49.4297,-91.7178
ZUM,53.5619,-64.1064
XLB,58.6175,-101.469
ZWL,58.1069,-103.172
BUJ,35.3325,4.20639
BJA,36.712,5.06992
ALG,36.691,3.21541
DJG,24.2928,9.45244
VVZ,26.7235,8.62265
QSF,36.1781,5.32449
TMR,22.8115,5.45108
GJL,36.7951,5.87361
MZW,33.5359,-0.24235
AAE,36.8222,7.80917
CZL,36.276,6.62039
TEE,35.4316,8.12072
BLJ,35.7521,6.30859
HRM,32.9304,3.31154
TID,35.3411,1.46315
TIN,27.7004,-8.1671
CFK,36.216828,1.340739
TAF,35.5424,-0.53228
TLM,35.0167,-1.45
ORN,35.6239,-0.62118
CBH,31.6457,-2.26986
BFW,35.1718,-0.59328
MUW,35.2077,0.14714
EBH,33.72167,1.0925
INF,19.567,5.75
BMW,21.375,0.92389
AZR,27.8376,-0.18641
BSK,34.7933,5.73823
ELG,30.5713,2.85959
GHA,32.3841,3.79411
HME,31.673,6.14044
INZ,27.251,2.51202
TGR,33.0678,6.08867
LOO,33.7644,2.92834
ELU,33.5114,6.77679
TMX,29.2371,0.27603
OGX,31.9172,5.41278
IAM,28.0515,9.64291
COO,6.35723,2.38435
DJA,9.69208,1.63778
KDC,11.133,2.933
NAE,10.317,1.383
PKO,9.35769,2.60968
SVF,8.01817,2.46458
XKY,13.067,-1.1
OUG,13.567,-2.417
XDJ,14.1,-1.633
XLU,11.1,-2.1
PUP,11.15,-1.15
XBO,12.65,-0.567
XBG,12.983,-0.167
DIP,12.05,1.783
DOR,14.033,-0.033
FNG,12.033,0.35
XGG,14.45,-0.233
XKA,12.467,1.5
TMQ,14.8,0.05
XPA,11.25,0.7
ARL,11.597,1.483
XSE,13.45,0.517
TEG,11.8,-0.367
XZA,11.167,-0.617
OUA,12.3532,-1.51242
BNR,10.683,-4.717
DGU,12.459,-3.49
XGA,10.2992,-3.25083
XNU,12.75,-3.867
BOY,11.1601,-4.33097
TUQ,13.067,-3.067
XDE,10.95,-3.25
XAR,14.217,-0.883
ACC,5.60519,-0.16679
TML,9.55719,-0.86321
WZA,10.0827,-2.50769
KMS,6.71456,-1.59082
NYI,7.36183,-2.32876
TKD,4.89606,-1.77476
ABO,5.461944,-3.234722
ABJ,5.26139,-3.92629
OGO,6.71556,-3.47028
BXI,9.533,-6.467
BYK,7.7388,-5.07367
BQO,9.2775,-3.02528
BDK,8.01722,-2.76194
DIM,6.65167,-4.64056
DJO,6.79281,-6.47319
FEK,9.6,-5.2
GGN,6.133,-5.95
GGO,6.52499,-7.47861
BBV,4.64341,-6.92396
HGO,9.38718,-5.55666
MJC,7.27207,-7.58736
KEO,9.5,-7.567
OFI,9.6,-4.05
SEO,7.96833,-6.71083
SPY,4.74672,-6.66082
ZSS,4.92833,-6.13278
TXU,4.43781,-7.36273
ASK,6.90317,-5.36558
ABV,9.00679,7.26317
ABB,6.20333,6.65889
BNI,6.31698,5.5995
CBQ,4.97602,8.3472
ENU,6.47427,7.56196
GMO,10.29833,10.89639
IBA,7.36246,3.97833
ILR,8.44021,4.49392
QOW,5.42706,7.20603
JOS,9.63983,8.86905
KAD,10.696,7.32011
KAN,12.0476,8.52462
MIU,11.8553,13.0809
MDI,7.70388,8.61394
LOS,6.57737,3.32116
MXJ,9.65217,6.46226
PHC,5.01549,6.94959
SKO,12.9163,5.20719
YOL,9.25755,12.4304
ZAR,11.1302,7.68581
MFQ,13.5025,7.12675
NIM,13.4815,2.18361
THZ,14.8757,5.26536
AJY,16.966,8.00011
RLT,18.7904,7.36595
ZND,13.779,8.98376
TBJ,36.98,8.87694
MIR,35.7581,10.7547
NBE,36.07583,10.43861
TUN,36.851,10.2272
GAF,34.422,8.8225
GAE,33.8769,10.1033
DJE,33.875,10.7755
EBM,31.7043,9.25462
SFA,34.718,10.691
TOE,33.9397,8.11056
LRL,9.76733,1.09125
LFW,6.16561,1.25451
ANR,51.1894,4.46028
BRU,50.9014,4.48444
CRL,50.4592,4.45382
KJK,50.8172,3.20472
LGG,50.6374,5.44322
OST,51.1989,2.86222
OBL,51.2647,4.75333
AOC,50.98195,12.50639
HDF,53.8787,14.1523
ZHZ,51.55222,12.05389
IES,51.29361,13.35611
REB,53.30639,12.75222
CSO,51.8564,11.4203
BBH,54.3375,12.6997
CBU,51.88944,14.53194
GTI,54.38333,13.32556
KOQ,51.72111,11.95278
PEF,54.15778,13.77444
BER,52.36217,13.50067
DRS,51.1328,13.7672
ERF,50.9798,10.9581
FRA,50.0264,8.54313
FMO,52.1346,7.68483
HAM,53.6304,9.98823
CGN,50.8659,7.14274
DUS,51.2895,6.76678
MUC,48.3538,11.7861
NUE,49.4987,11.0669
LEJ,51.4324,12.2416
SCN,49.2146,7.10951
STR,48.6899,9.22196
TXL,52.5597,13.2877
HAJ,52.4611,9.68508
BRE,53.0475,8.78667
HHN,49.9487,7.26389
MHG,49.47306,8.51417
EIB,50.99278,10.47278
SGE,50.7077,8.08297
KZG,49.741631,10.198856
XFW,53.53528,9.83556
KEL,54.37944,10.14528
LBC,53.8054,10.7192
EUM,54.07944,9.94139
FMM,47.9888,10.2395
AAH,50.82306,6.18639
BNJ,50.76889,7.16333
ESS,51.4023,6.93733
BFE,51.96472,8.54444
MGL,51.23028,6.50444
PAD,51.6141,8.61632
NRN,51.6024,6.14217
DTM,51.5183,7.61224
AGB,48.42528,10.93167
OBF,48.0814,11.2831
RBM,48.90083,12.51667
FDH,47.6713,9.51149
SZW,53.427,11.7834
QCB,49.92055,10.914489
BYU,49.985,11.64
URD,49.79417,11.13361
HOQ,50.28861,11.85639
BBJ,49.94528,6.565
FKB,48.7794,8.0805
LHA,48.3693,7.82772
BWE,52.3192,10.5561
KSF,51.40833,9.3775
EME,53.39111,7.2275
AGE,53.78278,7.91389
WVN,53.50222,8.05222
JUI,53.68111,7.05583
LGO,53.7425,7.49778
BMK,53.59639,6.70917
NOD,53.63306,7.19028
VAC,52.90833,8.04056
NRD,53.70694,7.23
BMR,53.72472,7.37333
HEI,54.15333,8.90167
FLF,54.77333,9.37889
HGL,54.18528,7.91583
QHU,54.51,9.13833
PSH,54.30889,8.68694
GWT,54.9132,8.34047
OHR,54.68444,8.52833
KDL,58.9908,22.8307
URE,58.2299,22.5095
EPU,58.419,24.4728
TLL,59.4133,24.8328
TAY,58.3075,26.6904
ENF,68.3626,23.4243
KEV,61.856,24.7866
HEL,60.3172,24.9633
HYV,60.6544,24.8811
KTQ,62.1661,30.0736
IVL,68.6073,27.4053
JOE,62.6629,29.6075
JYV,62.3995,25.6783
KAU,63.1271,23.0514
KEM,65.7787,24.5821
KAJ,64.2855,27.6924
KHJ,62.4625,22.3931
KOK,63.7212,23.1431
KAO,65.9876,29.2394
KTT,67.701,24.8468
KUO,63.0071,27.7978
LPP,61.0446,28.1444
MHQ,60.1222,19.8982
MIK,61.6866,27.2018
OUL,64.9301,25.3546
POR,61.4617,21.8
RVN,66.5648,25.8304
SVL,61.9431,28.9451
SJY,62.6921,22.8323
SOT,67.395,26.6191
TMP,61.4141,23.6044
TKU,60.5141,22.2628
UTI,60.8964,26.9384
VAA,63.0507,21.7622
VRK,62.1711,27.8686
YLI,64.0605,24.716
LHB,52.49297,-1.12509
BFS,54.6575,-6.21583
ENK,54.3989,-7.65167
BHD,54.6181,-5.8725
LDY,55.0428,-7.16111
BHX,52.4539,-1.74803
CVT,52.3697,-1.47972
GLO,51.8942,-2.16722
ORM,52.3053,-0.79306
NQT,52.92,-1.07917
GBA,51.6681,-2.05694
MAN,53.3537,-2.27495
WFD,53.3381,-2.14889
UPV,51.2862,-1.78202
YEO,51.0094,-2.63882
CAL,55.4372,-5.68639
EOI,59.1906,-2.77222
FIE,59.5358,-1.62806
WHS,60.3775,-0.92556
COL,56.6019,-6.61778
NRL,59.3675,-2.43444
OBN,56.4635,-5.39967
PPW,59.3517,-2.90028
SOY,59.1553,-2.64139
NDY,59.2503,-2.57667
LWK,60.1922,-1.24361
WRY,59.3503,-2.95
CSA,56.0575,-6.24306
HAW,51.8331,-4.96111
CWL,51.3967,-3.34333
SWS,51.6053,-4.06783
BRS,51.3827,-2.71909
LPL,53.3336,-2.84972
LTN,51.8747,-0.36833
LEQ,50.1028,-5.67056
ISC,49.9133,-6.29167
BOH,50.78,-1.8425
SOU,50.9503,-1.3568
BBP,50.6781,-1.10944
NQY,50.4406,-4.99541
QUG,50.8594,-0.75917
ACI,49.7061,-2.21472
GCI,49.435,-2.60197
JER,49.2079,-2.19551
ESH,50.8356,-0.29722
BQH,51.3308,0.0325
LGW,51.1481,-0.19028
LCY,51.5053,0.05528
FAB,51.2758,-0.77633
BBS,51.3239,-0.8475
LHR,51.4706,-0.46194
SEN,51.5714,0.69556
LYX,50.9561,0.93917
CAX,54.9375,-2.80917
BLK,53.7717,-3.02861
HUY,53.5744,-0.35083
BWF,54.1312,-3.26367
LBA,53.8659,-1.66057
WRT,53.7451,-2.88306
CEG,53.1781,-2.97778
IOM,54.0833,-4.62389
NCL,55.0375,-1.69167
MME,54.5092,-1.42941
EMA,52.8311,-1.32806
KOI,58.9578,-2.905
LSI,59.8789,-1.29556
WIC,58.4589,-3.09306
ABZ,57.2019,-2.19778
INV,57.5425,-4.0475
GLA,55.8719,-4.43306
EDI,55.95,-3.3725
ILY,55.6819,-6.25667
PIK,55.5094,-4.58667
BEB,57.4811,-7.36278
DND,56.4525,-3.02583
SYY,58.2156,-6.33111
BRR,57.0228,-7.44306
PSL,56.4392,-3.37222
TRE,56.4992,-6.86917
UNT,60.7472,-0.85385
BOL,55.0603,-7.02028
FSS,57.6494,-3.56064
ADX,56.3729,-2.86844
LMO,57.7052,-3.33917
CBG,52.205,0.175
NWI,52.6758,1.28278
STN,51.885,0.235
HYC,51.6117,-0.80833
EXT,50.7344,-3.41389
OXF,51.8369,-1.32
